  -1.8000000e+02   0.0000000e+00   1.9800000e-02
  -1.7500000e+02   3.7400000e-01   3.4100000e-02
  -1.7000000e+02   7.4900000e-01   9.5500000e-02
  -1.6000000e+02   6.5900000e-01   2.8070000e-01
  -1.5500000e+02   7.3600000e-01   3.9190000e-01
  -1.5000000e+02   7.8300000e-01   5.0860000e-01
  -1.4500000e+02   8.0300000e-01   6.2670000e-01
  -1.4000000e+02   7.9800000e-01   7.4270000e-01
  -1.3500000e+02   7.7100000e-01   8.5370000e-01
  -1.3000000e+02   7.2400000e-01   9.5740000e-01
  -1.2500000e+02   6.6000000e-01   1.0519000e+00
  -1.2000000e+02   5.8100000e-01   1.1355000e+00
  -1.1500000e+02   4.9100000e-01   1.2070000e+00
  -1.1000000e+02   3.9000000e-01   1.2656000e+00
  -1.0500000e+02   2.8200000e-01   1.3104000e+00
  -1.0000000e+02   1.6900000e-01   1.3410000e+00
  -9.5000000e+01   5.2000000e-02   1.3572000e+00
  -9.0000000e+01  -6.7000000e-02   1.3587000e+00
  -8.5000000e+01  -1.8400000e-01   1.3456000e+00
  -8.0000000e+01  -2.9900000e-01   1.3181000e+00
  -7.5000000e+01  -4.0900000e-01   1.2765000e+00
  -7.0000000e+01  -5.1200000e-01   1.2212000e+00
  -6.5000000e+01  -6.0600000e-01   1.1532000e+00
  -6.0000000e+01  -6.8900000e-01   1.0731000e+00
  -5.5000000e+01  -7.5900000e-01   9.8220000e-01
  -5.0000000e+01  -8.1400000e-01   8.8200000e-01
  -4.5000000e+01  -8.5000000e-01   7.7420000e-01
  -4.0000000e+01  -8.6600000e-01   6.6100000e-01
  -3.5000000e+01  -8.6000000e-01   5.4510000e-01
  -3.0000000e+01  -8.2900000e-01   4.2950000e-01
  -2.5000000e+01  -8.5300000e-01   3.0710000e-01
  -2.4000000e+01  -8.7000000e-01   2.8140000e-01
  -2.3000000e+01  -8.9000000e-01   2.5560000e-01
  -2.2000000e+01  -9.1100000e-01   2.2970000e-01
  -2.1000000e+01  -9.3400000e-01   2.0400000e-01
  -2.0000000e+01  -9.5800000e-01   1.7850000e-01
  -1.9000000e+01  -9.8200000e-01   1.5340000e-01
  -1.8000000e+01  -1.0050000e+00   1.2880000e-01
  -1.7000000e+01  -1.0820000e+00   1.0370000e-01
  -1.6000000e+01  -1.1130000e+00   7.8600000e-02
  -1.5000000e+01  -1.1050000e+00   5.3500000e-02
  -1.4000000e+01  -1.0780000e+00   2.8300000e-02
  -1.3500000e+01  -1.0530000e+00   1.5800000e-02
  -1.3000000e+01  -1.0150000e+00   1.5100000e-02
  -1.2000000e+01  -9.0400000e-01   1.3400000e-02
  -1.1000000e+01  -8.0700000e-01   1.2100000e-02
  -1.0000000e+01  -7.1100000e-01   1.1100000e-02
  -9.0000000e+00  -5.9500000e-01   9.9000000e-03
  -8.0000000e+00  -4.7800000e-01   9.1000000e-03
  -7.0000000e+00  -3.7500000e-01   8.6000000e-03
  -6.0000000e+00  -2.6400000e-01   8.2000000e-03
  -5.0000000e+00  -1.5100000e-01   7.9000000e-03
  -4.0000000e+00  -1.7000000e-02   7.2000000e-03
  -3.0000000e+00   8.8000000e-02   6.4000000e-03
  -2.0000000e+00   2.1300000e-01   5.4000000e-03
  -1.0000000e+00   3.2800000e-01   5.2000000e-03
   0.0000000e+00   4.4200000e-01   5.2000000e-03
   1.0000000e+00   5.5600000e-01   5.2000000e-03
   2.0000000e+00   6.7000000e-01   5.3000000e-03
   3.0000000e+00   7.8400000e-01   5.3000000e-03
   4.0000000e+00   8.9800000e-01   5.4000000e-03
   5.0000000e+00   1.0110000e+00   5.8000000e-03
   6.0000000e+00   1.1030000e+00   9.1000000e-03
   7.0000000e+00   1.1810000e+00   1.1300000e-02
   8.0000000e+00   1.2570000e+00   1.2400000e-02
   8.5000000e+00   1.2930000e+00   1.3000000e-02
   9.0000000e+00   1.3260000e+00   1.3600000e-02
   9.5000000e+00   1.3560000e+00   1.4300000e-02
   1.0000000e+01   1.3820000e+00   1.5000000e-02
   1.0500000e+01   1.4000000e+00   2.6700000e-02
   1.1000000e+01   1.4150000e+00   3.8300000e-02
   1.1500000e+01   1.4250000e+00   4.9800000e-02
   1.2000000e+01   1.4340000e+00   6.1300000e-02
   1.2500000e+01   1.4430000e+00   7.2700000e-02
   1.3000000e+01   1.4510000e+00   8.4100000e-02
   1.3500000e+01   1.4530000e+00   9.5400000e-02
   1.4000000e+01   1.4480000e+00   1.0650000e-01
   1.4500000e+01   1.4440000e+00   1.1760000e-01
   1.5000000e+01   1.4450000e+00   1.2870000e-01
   1.5500000e+01   1.4470000e+00   1.3980000e-01
   1.6000000e+01   1.4480000e+00   1.5090000e-01
   1.6500000e+01   1.4440000e+00   1.6190000e-01
   1.7000000e+01   1.4380000e+00   1.7280000e-01
   1.7500000e+01   1.4390000e+00   1.8370000e-01
   1.8000000e+01   1.4480000e+00   1.9470000e-01
   1.8500000e+01   1.4520000e+00   2.0570000e-01
   1.9000000e+01   1.4480000e+00   2.1650000e-01
   1.9500000e+01   1.4380000e+00   2.2720000e-01
   2.0000000e+01   1.4280000e+00   2.3790000e-01
   2.1000000e+01   1.4010000e+00   2.5900000e-01
   2.2000000e+01   1.3590000e+00   2.7990000e-01
   2.3000000e+01   1.3000000e+00   3.0040000e-01
   2.4000000e+01   1.2200000e+00   3.2040000e-01
   2.5000000e+01   1.1680000e+00   3.3770000e-01
   2.6000000e+01   1.1160000e+00   3.5540000e-01
   2.8000000e+01   1.0150000e+00   3.9160000e-01
   3.0000000e+01   9.2600000e-01   4.2940000e-01
   3.2000000e+01   8.5500000e-01   4.6900000e-01
   3.5000000e+01   8.0000000e-01   5.3240000e-01
   4.0000000e+01   8.0400000e-01   6.4520000e-01
   4.5000000e+01   7.9300000e-01   7.5730000e-01
   5.0000000e+01   7.6300000e-01   8.6640000e-01
   5.5000000e+01   7.1700000e-01   9.7080000e-01
   6.0000000e+01   6.5600000e-01   1.0693000e+00
   6.5000000e+01   5.8200000e-01   1.1606000e+00
   7.0000000e+01   4.9500000e-01   1.2438000e+00
   7.5000000e+01   3.9800000e-01   1.3178000e+00
   8.0000000e+01   2.9100000e-01   1.3809000e+00
   8.5000000e+01   1.7600000e-01   1.4304000e+00
   9.0000000e+01   5.3000000e-02   1.4565000e+00
   9.5000000e+01  -7.4000000e-02   1.4533000e+00
   1.0000000e+02  -1.9900000e-01   1.4345000e+00
   1.0500000e+02  -3.2100000e-01   1.4004000e+00
   1.1000000e+02  -4.3600000e-01   1.3512000e+00
   1.1500000e+02  -5.4300000e-01   1.2874000e+00
   1.2000000e+02  -6.4000000e-01   1.2099000e+00
   1.2500000e+02  -7.2300000e-01   1.1196000e+00
   1.3000000e+02  -7.9000000e-01   1.0179000e+00
   1.3500000e+02  -8.4000000e-01   9.0640000e-01
   1.4000000e+02  -8.6800000e-01   7.8710000e-01
   1.4500000e+02  -8.7200000e-01   6.6270000e-01
   1.5000000e+02  -8.5000000e-01   5.3630000e-01
   1.5500000e+02  -7.9800000e-01   4.1160000e-01
   1.6000000e+02  -7.1400000e-01   2.9310000e-01
   1.7000000e+02  -7.4900000e-01   9.7100000e-02
   1.7500000e+02  -3.7400000e-01   3.3400000e-02
   1.8000000e+02   0.0000000e+00   1.9800000e-02
