"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-08-01 00:00","2017","08","01","00:00","12.3","","8.4","","77","","27","","8","","24.1","","95.62","","","","","","Clear"
"2017-08-01 01:00","2017","08","01","01:00","11.3","","8.5","","83","","23","","5","","24.1","","95.60","","","","","","NA"
"2017-08-01 02:00","2017","08","01","02:00","11.6","","7.9","","78","","28","","5","","24.1","","95.60","","","","","","NA"
"2017-08-01 03:00","2017","08","01","03:00","10.0","","7.2","","83","","29","","7","","24.1","","95.56","","","","","","Mainly Clear"
"2017-08-01 04:00","2017","08","01","04:00","9.7","","7.6","","87","","31","","4","","24.1","","95.61","","","","","","NA"
"2017-08-01 05:00","2017","08","01","05:00","8.7","","7.2","","90","","26","","13","","19.3","","95.65","","","","","","NA"
"2017-08-01 06:00","2017","08","01","06:00","8.2","","7.0","","92","","26","","7","","19.3","","95.69","","","","","","Mostly Cloudy"
"2017-08-01 07:00","2017","08","01","07:00","12.0","","9.6","","85","","32","","13","","19.3","","95.70","","","","","","NA"
"2017-08-01 08:00","2017","08","01","08:00","14.8","","11.2","","79","","31","","11","","19.3","","95.73","","","","","","NA"
"2017-08-01 09:00","2017","08","01","09:00","17.8","","12.6","","71","","33","","8","","19.3","","95.72","","","","","","Mostly Cloudy"
"2017-08-01 10:00","2017","08","01","10:00","19.1","","12.7","","66","","28","","7","","24.1","","95.68","","","","","","NA"
"2017-08-01 11:00","2017","08","01","11:00","21.4","","10.4","","49","","33","","11","","19.3","","95.67","","","","","","NA"
"2017-08-01 12:00","2017","08","01","12:00","23.2","","8.3","","38","","33","","9","","19.3","","95.71","","","","","","Mostly Cloudy"
