"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-09-01 00:00","2017","09","01","00:00","17.2","","11.3","","68","","20","","15","","24.1","","93.86","","","","","","Mainly Clear"
"2017-09-01 01:00","2017","09","01","01:00","18.6","","11.5","","63","","25","","19","","24.1","","93.92","","","","","","NA"
"2017-09-01 02:00","2017","09","01","02:00","15.4","","11.6","","78","","29","","16","","24.1","","94.01","","","","","","NA"
"2017-09-01 03:00","2017","09","01","03:00","16.5","","12.6","","78","","30","","25","","32.2","","94.12","","","","","","Mainly Clear"
"2017-09-01 04:00","2017","09","01","04:00","15.4","","12.2","","81","","30","","19","","24.1","","94.16","","","","","","NA"
"2017-09-01 05:00","2017","09","01","05:00","14.9","","12.0","","83","","30","","19","","24.1","","94.27","","","","","","NA"
"2017-09-01 06:00","2017","09","01","06:00","14.4","","11.8","","84","","31","","18","","24.1","","94.36","","","","","","Mainly Clear"
"2017-09-01 07:00","2017","09","01","07:00","13.9","","10.2","","78","","31","","18","","19.3","","94.45","","","","","","NA"
"2017-09-01 08:00","2017","09","01","08:00","14.3","","8.8","","69","","30","","18","","16.1","","94.57","","","","","","NA"
"2017-09-01 09:00","2017","09","01","09:00","16.8","","7.5","","54","","32","","21","","22.5","","94.64","","","","","","Mostly Cloudy"
"2017-09-01 10:00","2017","09","01","10:00","19.4","","7.3","","45","","32","","23","","22.5","","94.70","","","","","","NA"
"2017-09-01 11:00","2017","09","01","11:00","22.0","","5.6","","34","","34","","28","","24.1","","94.66","","","","","","NA"
"2017-09-01 12:00","2017","09","01","12:00","23.4","","4.4","","29","","32","","27","","22.5","","94.65","","","","","","Clear"
"2017-09-01 13:00","2017","09","01","13:00","24.6","","2.7","","24","","30","","37","","24.1","","94.63","","","","","","NA"
"2017-09-01 14:00","2017","09","01","14:00","25.4","","0.9","","20","","30","","34","","24.1","","94.61","","","","","","NA"
"2017-09-01 15:00","2017","09","01","15:00","25.4","","0.8","","20","","31","","33","","24.1","","94.62","","","","","","Mainly Clear"
"2017-09-01 16:00","2017","09","01","16:00","25.9","","0.3","","18","","32","","30","","24.1","","94.59","","","","","","NA"
"2017-09-01 17:00","2017","09","01","17:00","24.7","","1.1","","21","","32","","34","","24.1","","94.60","","","","","","NA"
"2017-09-01 18:00","2017","09","01","18:00","23.9","","2.4","","24","","29","","28","","24.1","","94.62","","","","","","Mainly Clear"
"2017-09-01 19:00","2017","09","01","19:00","22.4","","2.8","","27","","29","","23","","16.1","","94.65","","","","","","NA"
"2017-09-01 20:00","2017","09","01","20:00","19.8","","3.6","","34","","29","","14","","16.1","","94.69","","","","","","NA"
"2017-09-01 21:00","2017","09","01","21:00","15.7","","3.4","","44","","28","","12","","16.1","","94.79","","","","","","Mainly Clear"
"2017-09-01 22:00","2017","09","01","22:00","13.4","","3.4","","50","","30","","11","","24.1","","94.79","","","","","","NA"
"2017-09-01 23:00","2017","09","01","23:00","11.4","","3.3","","57","","29","","4","","24.1","","94.78","","","","","","NA"
"2017-09-02 00:00","2017","09","02","00:00","11.8","","3.1","","55","","23","","5","","24.1","","94.78","","","","","","Mainly Clear"
"2017-09-02 01:00","2017","09","02","01:00","9.3","","2.6","","63","","24","","5","","24.1","","94.79","","","","","","NA"
"2017-09-02 02:00","2017","09","02","02:00","8.0","","2.5","","68","","24","","4","","24.1","","94.82","","","","","","NA"
"2017-09-02 03:00","2017","09","02","03:00","8.5","","3.0","","68","","24","","5","","24.1","","94.84","","","","","","Clear"
"2017-09-02 04:00","2017","09","02","04:00","9.4","","3.6","","67","","36","","1","","24.1","","94.86","","","","","","NA"
"2017-09-02 05:00","2017","09","02","05:00","7.6","","3.2","","74","","34","","4","","24.1","","94.90","","","","","","NA"
"2017-09-02 06:00","2017","09","02","06:00","5.4","","2.0","","79","","23","","5","","24.1","","94.94","","","","","","Mainly Clear"
"2017-09-02 07:00","2017","09","02","07:00","7.1","","2.9","","75","","36","","2","","24.1","","94.95","","","","","","NA"
"2017-09-02 08:00","2017","09","02","08:00","11.7","","4.3","","60","","22","","5","","24.1","","94.94","","","","","","NA"
"2017-09-02 09:00","2017","09","02","09:00","16.3","","5.0","","47","","27","","11","","24.1","","94.98","","","","","","Cloudy"
"2017-09-02 10:00","2017","09","02","10:00","19.8","","4.2","","35","","27","","7","","24.1","","94.96","","","","","","NA"
"2017-09-02 11:00","2017","09","02","11:00","22.3","","3.9","","30","","27","","16","","20.9","","94.88","","","","","","NA"
"2017-09-02 12:00","2017","09","02","12:00","24.2","","3.9","","26","","28","","19","","19.3","","94.83","","","","","","Cloudy"
"2017-09-02 13:00","2017","09","02","13:00","26.0","","3.2","","22","","30","","18","","19.3","","94.76","","25","","","","NA"
"2017-09-02 14:00","2017","09","02","14:00","27.1","","3.5","","21","","26","","14","","19.3","","94.68","","26","","","","NA"
"2017-09-02 15:00","2017","09","02","15:00","27.2","","2.9","","20","","30","","13","","19.3","","94.62","","26","","","","Mainly Clear"
"2017-09-02 16:00","2017","09","02","16:00","27.8","","3.1","","20","","28","","18","","19.3","","94.57","","26","","","","NA"
"2017-09-02 17:00","2017","09","02","17:00","28.1","","3.7","","21","","34","","17","","14.5","","94.50","","27","","","","NA"
"2017-09-02 18:00","2017","09","02","18:00","27.6","","3.7","","21","","33","","5","","16.1","","94.41","","26","","","","Mainly Clear"
"2017-09-02 19:00","2017","09","02","19:00","25.2","","4.8","","26","","8","","8","","19.3","","94.33","","","","","","NA"
"2017-09-02 20:00","2017","09","02","20:00","22.3","","5.0","","32","","9","","9","","19.3","","94.32","","","","","","NA"
"2017-09-02 21:00","2017","09","02","21:00","20.0","","5.8","","39","","6","","10","","19.3","","94.35","","","","","","Clear"
"2017-09-02 22:00","2017","09","02","22:00","18.9","","4.7","","39","","8","","14","","19.3","","94.35","","","","","","NA"
"2017-09-02 23:00","2017","09","02","23:00","18.6","","4.9","","40","","9","","14","","19.3","","94.31","","","","","","NA"
"2017-09-03 00:00","2017","09","03","00:00","17.3","","4.9","","44","","9","","16","","19.3","","94.30","","","","","","Clear"
"2017-09-03 01:00","2017","09","03","01:00","17.5","","4.6","","42","","8","","18","","24.1","","94.22","","","","","","NA"
"2017-09-03 02:00","2017","09","03","02:00","17.5","","4.4","","42","","12","","22","","24.1","","94.13","","","","","","NA"
"2017-09-03 03:00","2017","09","03","03:00","15.5","","4.8","","49","","7","","15","","24.1","","94.13","","","","","","Clear"
"2017-09-03 04:00","2017","09","03","04:00","15.8","","4.8","","48","","4","","15","","24.1","","94.23","","","","","","NA"
"2017-09-03 05:00","2017","09","03","05:00","16.1","","4.1","","45","","5","","27","","24.1","","94.20","","","","","","NA"
"2017-09-03 06:00","2017","09","03","06:00","14.7","","4.7","","51","","3","","20","","24.1","","94.26","","","","","","Clear"
"2017-09-03 07:00","2017","09","03","07:00","15.4","","4.7","","48","","4","","14","","24.1","","94.35","","","","","","NA"
"2017-09-03 08:00","2017","09","03","08:00","16.9","","5.4","","46","","35","","12","","24.1","","94.51","","","","","","NA"
"2017-09-03 09:00","2017","09","03","09:00","18.1","","5.7","","44","","32","","8","","24.1","","94.57","","","","","","Mainly Clear"
"2017-09-03 10:00","2017","09","03","10:00","20.5","","6.0","","38","","31","","23","","24.1","","94.65","","","","","","NA"
"2017-09-03 11:00","2017","09","03","11:00","21.8","","7.5","","39","","33","","41","","24.1","","94.72","","","","","","NA"
"2017-09-03 12:00","2017","09","03","12:00","23.2","","8.0","","37","","32","","30","","24.1","","94.75","","","","","","Mostly Cloudy"
"2017-09-03 13:00","2017","09","03","13:00","20.9","","8.4","","44","","31","","33","","24.1","","94.79","","","","","","NA"
"2017-09-03 14:00","2017","09","03","14:00","21.6","","6.5","","37","","33","","39","","24.1","","94.88","","","","","","NA"
"2017-09-03 15:00","2017","09","03","15:00","22.0","","7.2","","38","","31","","35","","24.1","","94.84","","","","","","Mainly Clear"
"2017-09-03 16:00","2017","09","03","16:00","21.9","","7.0","","38","","31","","35","","24.1","","94.83","","","","","","NA"
"2017-09-03 17:00","2017","09","03","17:00","22.1","","6.0","","35","","31","","30","","24.1","","94.84","","","","","","NA"
"2017-09-03 18:00","2017","09","03","18:00","20.5","","5.5","","37","","33","","31","","24.1","","94.84","","","","","","Mainly Clear"
"2017-09-03 19:00","2017","09","03","19:00","20.0","","5.4","","38","","32","","28","","24.1","","94.84","","","","","","NA"
"2017-09-03 20:00","2017","09","03","20:00","17.6","","5.7","","45","","31","","14","","24.1","","94.84","","","","","","NA"
"2017-09-03 21:00","2017","09","03","21:00","16.8","","5.8","","48","","29","","19","","24.1","","95.01","","","","","","Cloudy"
"2017-09-03 22:00","2017","09","03","22:00","16.5","","5.6","","48","","29","","18","","24.1","","95.08","","","","","","NA"
"2017-09-03 23:00","2017","09","03","23:00","16.4","","6.1","","50","","30","","19","","24.1","","95.13","","","","","","NA"
"2017-09-04 00:00","2017","09","04","00:00","15.3","","6.2","","54","","31","","17","","24.1","","95.14","","","","","","Mostly Cloudy"
"2017-09-04 01:00","2017","09","04","01:00","14.1","","6.1","","58","","30","","18","","24.1","","95.18","","","","","","NA"
"2017-09-04 02:00","2017","09","04","02:00","11.9","","5.7","","66","","31","","16","","24.1","","95.19","","","","","","NA"
"2017-09-04 03:00","2017","09","04","03:00","10.3","","5.7","","73","","29","","17","","24.1","","95.25","","","","","","Mainly Clear"
"2017-09-04 04:00","2017","09","04","04:00","10.3","","6.1","","75","","31","","21","","24.1","","95.26","","","","","","NA"
"2017-09-04 05:00","2017","09","04","05:00","9.8","","5.9","","77","","31","","21","","24.1","","95.32","","","","","","NA"
"2017-09-04 06:00","2017","09","04","06:00","8.5","","5.7","","83","","30","","19","","24.1","","95.39","","","","","","Mainly Clear"
"2017-09-04 07:00","2017","09","04","07:00","8.2","","5.5","","83","","30","","17","","24.1","","95.46","","","","","","NA"
"2017-09-04 08:00","2017","09","04","08:00","10.8","","5.7","","70","","31","","21","","24.1","","95.52","","","","","","NA"
"2017-09-04 09:00","2017","09","04","09:00","13.0","","5.3","","59","","32","","38","","24.1","","95.55","","","","","","Mainly Clear"
"2017-09-04 10:00","2017","09","04","10:00","15.2","","5.4","","52","","31","","30","","24.1","","95.59","","","","","","NA"
"2017-09-04 11:00","2017","09","04","11:00","17.0","","5.2","","46","","32","","36","","24.1","","95.62","","","","","","NA"
"2017-09-04 12:00","2017","09","04","12:00","18.3","","3.6","","37","","32","","43","","24.1","","95.62","","","","","","Mainly Clear"
"2017-09-04 13:00","2017","09","04","13:00","17.4","","3.0","","38","","34","","42","","24.1","","95.61","","","","","","NA"
"2017-09-04 14:00","2017","09","04","14:00","18.9","","3.2","","35","","34","","37","","24.1","","95.62","","","","","","NA"
"2017-09-04 15:00","2017","09","04","15:00","18.2","","3.1","","36","","33","","46","","24.1","","95.63","","","","","","Mostly Cloudy"
"2017-09-04 16:00","2017","09","04","16:00","18.8","","2.4","","33","","33","","42","","24.1","","95.65","","","","","","NA"
"2017-09-04 17:00","2017","09","04","17:00","18.3","","2.1","","33","","34","","38","","24.1","","95.68","","","","","","NA"
"2017-09-04 18:00","2017","09","04","18:00","18.2","","2.3","","34","","34","","34","","24.1","","95.68","","","","","","Clear"
"2017-09-04 19:00","2017","09","04","19:00","16.8","","2.2","","37","","33","","30","","24.1","","95.68","","","","","","NA"
"2017-09-04 20:00","2017","09","04","20:00","14.2","","2.6","","45","","33","","19","","24.1","","95.74","","","","","","NA"
"2017-09-04 21:00","2017","09","04","21:00","11.3","","2.5","","54","","32","","13","","24.1","","95.77","","","","","","Clear"
"2017-09-04 22:00","2017","09","04","22:00","8.8","","2.4","","64","","31","","14","","24.1","","95.80","","","","","","NA"
"2017-09-04 23:00","2017","09","04","23:00","8.1","","3.0","","70","","31","","13","","24.1","","95.82","","","","","","NA"
"2017-09-05 00:00","2017","09","05","00:00","6.8","","2.2","","72","","30","","12","","24.1","","95.84","","","","","","Clear"
"2017-09-05 01:00","2017","09","05","01:00","5.0","","1.8","","80","","31","","14","","24.1","","95.85","","","","","","NA"
"2017-09-05 02:00","2017","09","05","02:00","5.1","","2.0","","81","","33","","14","","24.1","","95.87","","","","","","NA"
"2017-09-05 03:00","2017","09","05","03:00","2.9","","0.7","","86","","28","","8","","24.1","","95.90","","","","","","Clear"
"2017-09-05 04:00","2017","09","05","04:00","3.6","","1.4","","86","","31","","12","","24.1","","95.92","","","","","","NA"
"2017-09-05 05:00","2017","09","05","05:00","3.2","","1.6","","89","","30","","8","","24.1","","95.91","","","","","","NA"
"2017-09-05 06:00","2017","09","05","06:00","1.4","","0.4","","93","","31","","7","","24.1","","95.95","","","","","","Clear"
"2017-09-05 07:00","2017","09","05","07:00","2.4","","0.9","","90","","31","","8","","24.1","","95.95","","","","","","NA"
"2017-09-05 08:00","2017","09","05","08:00","7.2","","3.4","","77","","29","","7","","12.9","","95.96","","","","","","NA"
"2017-09-05 09:00","2017","09","05","09:00","10.4","","4.4","","66","","29","","7","","24.1","","95.97","","","","","","Mainly Clear"
"2017-09-05 10:00","2017","09","05","10:00","14.2","","5.1","","54","","28","","12","","24.1","","95.97","","","","","","NA"
"2017-09-05 11:00","2017","09","05","11:00","17.2","","3.8","","41","","31","","21","","24.1","","95.93","","","","","","NA"
"2017-09-05 12:00","2017","09","05","12:00","18.4","","3.0","","35","","30","","22","","24.1","","95.86","","","","","","Mainly Clear"
"2017-09-05 13:00","2017","09","05","13:00","20.1","","2.8","","32","","33","","25","","24.1","","95.81","","","","","","NA"
"2017-09-05 14:00","2017","09","05","14:00","20.1","","2.3","","30","","33","","22","","24.1","","95.76","","","","","","NA"
"2017-09-05 15:00","2017","09","05","15:00","20.3","","2.9","","31","","33","","18","","24.1","","95.69","","","","","","Mostly Cloudy"
"2017-09-05 16:00","2017","09","05","16:00","21.0","","2.9","","30","","31","","13","","24.1","","95.61","","","","","","NA"
"2017-09-05 17:00","2017","09","05","17:00","21.2","","2.7","","29","","33","","11","","24.1","","95.55","","","","","","NA"
"2017-09-05 18:00","2017","09","05","18:00","20.6","","2.1","","29","","30","","14","","24.1","","95.52","","","","","","Mainly Clear"
"2017-09-05 19:00","2017","09","05","19:00","18.7","","2.5","","34","","32","","13","","24.1","","95.49","","","","","","NA"
"2017-09-05 20:00","2017","09","05","20:00","15.8","","1.9","","39","","33","","7","","24.1","","95.49","","","","","","NA"
"2017-09-05 21:00","2017","09","05","21:00","15.2","","1.6","","39","","36","","1","","24.1","","95.55","","","","","","Clear"
"2017-09-05 22:00","2017","09","05","22:00","12.3","","2.5","","51","","5","","5","","24.1","","95.52","","","","","","NA"
"2017-09-05 23:00","2017","09","05","23:00","11.0","","1.3","","51","","16","","6","","24.1","","95.51","","","","","","NA"
"2017-09-06 00:00","2017","09","06","00:00","10.3","","3.8","","64","","14","","5","","24.1","","95.48","","","","","","Mainly Clear"
"2017-09-06 01:00","2017","09","06","01:00","8.5","","2.4","","65","","14","","11","","24.1","","95.45","","","","","","NA"
"2017-09-06 02:00","2017","09","06","02:00","7.8","","1.6","","64","","13","","8","","24.1","","95.44","","","","","","NA"
"2017-09-06 03:00","2017","09","06","03:00","8.7","","1.2","","59","","12","","9","","24.1","","95.42","","","","","","Clear"
"2017-09-06 04:00","2017","09","06","04:00","7.1","","1.1","","66","","13","","9","","24.1","","95.40","","","","","","NA"
"2017-09-06 05:00","2017","09","06","05:00","6.5","","1.0","","68","","12","","9","","24.1","","95.37","","","","","","NA"
"2017-09-06 06:00","2017","09","06","06:00","5.8","","0.7","","69","","11","","10","","24.1","","95.35","","","","","","Clear"
