"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-10-01 00:00","2017","10","01","00:00","11.8","","9.4","","85","","13","","15","","24.1","","93.38","","","","","","Mainly Clear"
"2017-10-01 01:00","2017","10","01","01:00","10.4","","8.6","","89","","13","","17","","24.1","","93.34","","","","","","NA"
"2017-10-01 02:00","2017","10","01","02:00","9.1","","7.3","","89","","15","","15","","24.1","","93.34","","","","","","NA"
"2017-10-01 03:00","2017","10","01","03:00","7.2","","5.5","","89","","16","","10","","24.1","","93.36","","","","","","Clear"
"2017-10-01 04:00","2017","10","01","04:00","6.2","","4.2","","87","","23","","7","","24.1","","93.36","","","","","","NA"
"2017-10-01 05:00","2017","10","01","05:00","6.7","","4.5","","86","","19","","6","","24.1","","93.34","","","","","","NA"
"2017-10-01 06:00","2017","10","01","06:00","6.5","","4.7","","88","","26","","6","","24.1","","93.33","","","","","","Mainly Clear"
"2017-10-01 07:00","2017","10","01","07:00","5.9","","4.6","","91","","24","","7","","24.1","","93.37","","","","","","NA"
"2017-10-01 08:00","2017","10","01","08:00","6.9","","5.1","","88","","24","","11","","24.1","","93.38","","","","","","NA"
"2017-10-01 09:00","2017","10","01","09:00","9.1","","6.0","","80","","26","","17","","24.1","","93.38","","","","","","Mostly Cloudy"
"2017-10-01 10:00","2017","10","01","10:00","10.2","","5.8","","74","","27","","13","","24.1","","93.38","","","","","","NA"
"2017-10-01 11:00","2017","10","01","11:00","11.8","","5.8","","67","","27","","22","","24.1","","93.43","","","","","","NA"
"2017-10-01 12:00","2017","10","01","12:00","13.1","","6.0","","62","","28","","23","","24.1","","93.45","","","","","","Cloudy"
"2017-10-01 13:00","2017","10","01","13:00","13.8","","6.1","","60","","28","","26","","24.1","","93.43","","","","","","Rain Showers"
"2017-10-01 14:00","2017","10","01","14:00","13.1","","7.5","","69","","29","","28","","24.1","","93.32","","","","","","Rain Showers"
"2017-10-01 15:00","2017","10","01","15:00","12.3","","7.9","","74","","28","","24","","24.1","","93.41","","","","","","Mostly Cloudy"
"2017-10-01 16:00","2017","10","01","16:00","11.5","","8.1","","80","","27","","25","","24.1","","93.41","","","","","","NA"
"2017-10-01 17:00","2017","10","01","17:00","10.8","","8.0","","83","","28","","24","","24.1","","93.41","","","","","","NA"
"2017-10-01 18:00","2017","10","01","18:00","10.3","","8.0","","86","","29","","13","","24.1","","93.44","","","","","","Cloudy"
"2017-10-01 19:00","2017","10","01","19:00","9.6","","8.2","","90","","25","","11","","24.1","","93.45","","","","","","Rain"
"2017-10-01 20:00","2017","10","01","20:00","9.3","","8.8","","96","","26","","13","","9.7","","93.46","","","","","","Rain,Fog"
"2017-10-01 21:00","2017","10","01","21:00","9.6","","9.2","","97","","28","","12","","4.8","","93.48","","","","","","Rain,Fog"
"2017-10-01 22:00","2017","10","01","22:00","9.3","","8.9","","97","","28","","13","","4.8","","93.47","","","","","","Rain,Fog"
"2017-10-01 23:00","2017","10","01","23:00","8.3","","7.9","","98","","26","","19","","4.8","","93.43","","","","","","Rain,Fog"
"2017-10-02 00:00","2017","10","02","00:00","6.9","","6.4","","97","","27","","37","","4.8","","93.32","","","","","","Rain,Fog"
"2017-10-02 01:00","2017","10","02","01:00","5.4","","5.0","","97","","25","","23","","4.8","","93.38","","","","","","Rain,Fog"
"2017-10-02 02:00","2017","10","02","02:00","5.4","","5.0","","97","","27","","12","","6.4","","93.43","","","","","","Rain,Fog"
"2017-10-02 03:00","2017","10","02","03:00","5.1","","4.7","","97","","25","","21","","19.3","","93.37","","","","","","Cloudy"
"2017-10-02 04:00","2017","10","02","04:00","4.9","","4.4","","96","","25","","20","","19.3","","93.32","","","","","","NA"
"2017-10-02 05:00","2017","10","02","05:00","4.6","","4.2","","97","","24","","22","","4.0","","93.30","","","","","","Drizzle,Fog"
"2017-10-02 06:00","2017","10","02","06:00","4.5","","4.0","","97","","23","","21","","19.3","","93.33","","","","","","Cloudy"
"2017-10-02 07:00","2017","10","02","07:00","4.1","","3.7","","98","","21","","21","","3.6","","93.36","","","","","","Drizzle,Fog"
"2017-10-02 08:00","2017","10","02","08:00","3.7","","3.0","","95","","21","","21","","24.1","","93.38","","","","","","NA"
