"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-01-02 22:00","2017","01","02","22:00","-22.8","","-25.4","","80","","32","","21","","24.1","","96.06","","","","-34","","NA"
"2017-01-02 23:00","2017","01","02","23:00","-23.6","","-26.1","","80","","33","","19","","24.1","","96.07","","","","-35","","NA"
"2017-01-03 00:00","2017","01","03","00:00","-24.4","","-26.9","","80","","33","","19","","24.1","","96.09","","","","-36","","Cloudy"
"2017-01-03 01:00","2017","01","03","01:00","-24.9","","-27.6","","79","","32","","12","","24.1","","96.09","","","","-34","","NA"
"2017-01-03 02:00","2017","01","03","02:00","-24.9","","-27.6","","79","","32","","13","","24.1","","96.08","","","","-34","","NA"
"2017-01-03 03:00","2017","01","03","03:00","-25.7","","-28.5","","78","","31","","13","","24.1","","96.13","","","","-35","","Cloudy"
"2017-01-03 04:00","2017","01","03","04:00","-26.5","","-29.3","","78","","31","","13","","24.1","","96.15","","","","-36","","NA"
"2017-01-03 05:00","2017","01","03","05:00","-28.0","","-30.9","","77","","31","","11","","24.1","","96.14","","","","-37","","NA"
"2017-01-03 06:00","2017","01","03","06:00","-28.8","","-31.8","","76","","31","","14","","24.1","","96.14","","","","-40","","Mainly Clear"
"2017-01-03 07:00","2017","01","03","07:00","-30.3","","-33.4","","75","","30","","14","","24.1","","96.18","","","","-41","","NA"
"2017-01-03 08:00","2017","01","03","08:00","-30.2","","-33.3","","75","","30","","15","","16.1","","96.16","","","","-42","","NA"
"2017-01-03 09:00","2017","01","03","09:00","-30.8","","-33.9","","75","","30","","13","","19.3","","96.20","","","","-42","","Mainly Clear"
"2017-01-03 10:00","2017","01","03","10:00","-30.5","","-33.6","","75","","31","","16","","11.3","","96.22","","","","-42","","Ice Crystals"
"2017-01-03 11:00","2017","01","03","11:00","-27.8","","-30.7","","77","","32","","8","","19.3","","96.21","","","","-35","","Ice Crystals"
"2017-01-03 12:00","2017","01","03","12:00","-25.1","","-27.8","","79","","31","","12","","19.3","","96.17","","","","-34","","Ice Crystals"
"2017-01-03 13:00","2017","01","03","13:00","-23.2","","-25.8","","80","","32","","20","","16.1","","96.10","","","","-35","","Ice Crystals"
"2017-01-03 14:00","2017","01","03","14:00","-21.3","","-23.6","","82","","32","","27","","9.7","","96.02","","","","-34","","Ice Crystals"
"2017-01-03 15:00","2017","01","03","15:00","-20.3","","-22.6","","82","","32","","29","","4.0","","96.00","","","","-33","","Snow,Blowing Snow"
"2017-01-03 16:00","2017","01","03","16:00","-20.8","","-23.1","","82","","33","","20","","4.8","","95.99","","","","-31","","Snow,Fog"
"2017-01-03 17:00","2017","01","03","17:00","-21.2","","-23.7","","81","","34","","9","","8.1","","95.96","","","","-28","","Snow,Fog"
"2017-01-03 18:00","2017","01","03","18:00","-21.2","","-23.5","","82","","33","","3","","16.1","","95.89","","","","-24","","Snow"
"2017-01-03 19:00","2017","01","03","19:00","-21.6","","-24.0","","81","","21","","5","","16.1","","95.84","","","","-26","","Snow"
"2017-01-03 20:00","2017","01","03","20:00","-21.2","","-23.5","","82","","21","","5","","4.8","","95.78","","","","-26","","Snow"
"2017-01-03 21:00","2017","01","03","21:00","-20.0","","-22.2","","83","","28","","12","","4.8","","95.74","","","","-28","","Snow"
"2017-01-03 22:00","2017","01","03","22:00","-19.1","","-21.2","","84","","28","","14","","4.8","","95.67","","","","-28","","Snow"
"2017-01-03 23:00","2017","01","03","23:00","-19.1","","-21.2","","84","","29","","17","","4.8","","95.62","","","","-29","","Snow"
"2017-01-04 00:00","2017","01","04","00:00","-20.0","","-22.2","","83","","28","","18","","9.7","","95.59","","","","-30","","Snow"
"2017-01-04 01:00","2017","01","04","01:00","-21.1","","-23.4","","82","","29","","22","","16.1","","95.54","","","","-32","","Snow"
"2017-01-04 02:00","2017","01","04","02:00","-22.1","","-24.5","","81","","28","","19","","16.1","","95.49","","","","-33","","Snow"
"2017-01-04 03:00","2017","01","04","03:00","-22.0","","-24.4","","81","","28","","17","","24.1","","95.45","","","","-32","","Ice Crystals"
"2017-01-04 04:00","2017","01","04","04:00","-21.8","","-24.2","","81","","26","","19","","24.1","","95.39","","","","-32","","Snow"
"2017-01-04 05:00","2017","01","04","05:00","-21.5","","-23.9","","81","","26","","18","","24.1","","95.32","","","","-32","","Snow"
"2017-01-04 06:00","2017","01","04","06:00","-21.6","","-24.0","","81","","26","","20","","24.1","","95.28","","","","-32","","Mostly Cloudy"
"2017-01-04 07:00","2017","01","04","07:00","-22.4","","-24.8","","81","","26","","16","","24.1","","95.22","","","","-32","","NA"
"2017-01-04 08:00","2017","01","04","08:00","-21.7","","-24.1","","81","","27","","20","","19.3","","95.19","","","","-33","","Snow"
"2017-01-04 09:00","2017","01","04","09:00","-22.0","","-24.4","","81","","27","","18","","24.1","","95.14","","","","-32","","Snow"
"2017-01-04 10:00","2017","01","04","10:00","-21.6","","-24.0","","81","","29","","20","","9.7","","95.14","","","","-32","","Snow"
"2017-01-04 11:00","2017","01","04","11:00","-21.0","","-23.3","","82","","30","","17","","16.1","","95.16","","","","-31","","Snow"
"2017-01-04 12:00","2017","01","04","12:00","-19.7","","-21.9","","83","","31","","20","","24.1","","95.11","","","","-30","","Snow"
"2017-01-04 13:00","2017","01","04","13:00","-19.0","","-21.4","","82","","32","","19","","24.1","","95.08","","","","-29","","Snow"
"2017-01-04 14:00","2017","01","04","14:00","-18.5","","-20.7","","83","","32","","20","","16.1","","95.08","","","","-29","","Snow"
"2017-01-04 15:00","2017","01","04","15:00","-18.2","","-20.6","","82","","33","","19","","19.3","","95.06","","","","-28","","Snow"
"2017-01-04 16:00","2017","01","04","16:00","-17.8","","-20.2","","82","","33","","23","","9.7","","95.11","","","","-28","","Snow"
"2017-01-04 17:00","2017","01","04","17:00","-18.1","","-20.6","","81","","34","","22","","19.3","","95.17","","","","-29","","Snow"
"2017-01-04 18:00","2017","01","04","18:00","-18.2","","-20.7","","81","","33","","21","","16.1","","95.21","","","","-28","","Snow"
"2017-01-04 19:00","2017","01","04","19:00","-18.4","","-21.1","","80","","33","","25","","24.1","","95.24","","","","-30","","Snow"
"2017-01-04 20:00","2017","01","04","20:00","-19.3","","-22.2","","78","","34","","23","","24.1","","95.29","","","","-30","","Snow"
"2017-01-04 21:00","2017","01","04","21:00","-20.9","","-24.1","","76","","34","","19","","22.5","","95.32","","","","-31","","Snow"
"2017-01-04 22:00","2017","01","04","22:00","-23.2","","-26.0","","78","","33","","13","","24.1","","95.34","","","","-32","","NA"
"2017-01-04 23:00","2017","01","04","23:00","-25.4","","-27.9","","80","","33","","16","","24.1","","95.35","","","","-36","","NA"
"2017-01-05 00:00","2017","01","05","00:00","-25.6","","-28.1","","80","","30","","9","","24.1","","95.34","","","","-33","","Clear"
"2017-01-05 01:00","2017","01","05","01:00","-25.4","","-28.0","","79","","29","","4","","24.1","","95.33","","","","-29","","Ice Crystals"
"2017-01-05 02:00","2017","01","05","02:00","-24.1","","-26.6","","80","","25","","8","","16.1","","95.32","","","","-31","","Snow"
"2017-01-05 03:00","2017","01","05","03:00","-21.4","","-23.7","","82","","26","","10","","16.1","","95.32","","","","-29","","Snow"
"2017-01-05 04:00","2017","01","05","04:00","-19.2","","-21.4","","83","","27","","15","","24.1","","95.34","","","","-28","","Snow"
"2017-01-05 05:00","2017","01","05","05:00","-19.2","","-21.5","","82","","29","","23","","24.1","","95.31","","","","-30","","Snow"
"2017-01-05 06:00","2017","01","05","06:00","-19.3","","-22.4","","77","","30","","24","","24.1","","95.24","","","","-31","","Snow"
"2017-01-05 07:00","2017","01","05","07:00","-18.9","","-21.8","","78","","29","","21","","19.3","","95.20","","","","-29","","Snow"
"2017-01-05 08:00","2017","01","05","08:00","-18.6","","-21.2","","80","","29","","18","","24.1","","95.12","","","","-28","","Snow"
"2017-01-05 09:00","2017","01","05","09:00","-18.1","","-20.5","","82","","27","","19","","12.9","","95.08","","","","-28","","Snow"
"2017-01-05 10:00","2017","01","05","10:00","-17.0","","-19.2","","83","","29","","22","","3.2","","95.07","","","","-27","","Snow,Blowing Snow"
"2017-01-05 11:00","2017","01","05","11:00","-16.5","","-18.9","","82","","29","","24","","19.3","","95.04","","","","-27","","Snow,Blowing Snow"
"2017-01-05 12:00","2017","01","05","12:00","-16.6","","-19.4","","79","","27","","21","","24.1","","94.96","","","","-26","","Ice Crystals,Blowing Snow"
"2017-01-05 13:00","2017","01","05","13:00","-15.7","","-18.6","","79","","29","","18","","19.3","","94.90","","","","-25","","Ice Crystals,Blowing Snow"
"2017-01-05 14:00","2017","01","05","14:00","-15.2","","-18.1","","79","","28","","23","","24.1","","94.84","","","","-25","","Blowing Snow"
"2017-01-05 15:00","2017","01","05","15:00","-15.3","","-18.2","","79","","29","","13","","24.1","","94.81","","","","-23","","Mainly Clear"
"2017-01-05 16:00","2017","01","05","16:00","-16.1","","-18.8","","80","","28","","13","","24.1","","94.81","","","","-24","","NA"
"2017-01-05 17:00","2017","01","05","17:00","-17.6","","-19.6","","85","","27","","10","","24.1","","94.82","","","","-24","","NA"
"2017-01-05 18:00","2017","01","05","18:00","-19.6","","-21.4","","86","","30","","5","","24.1","","94.80","","","","-24","","Cloudy"
"2017-01-05 19:00","2017","01","05","19:00","-19.2","","-20.7","","88","","28","","5","","24.1","","94.79","","","","-23","","NA"
"2017-01-05 20:00","2017","01","05","20:00","-19.9","","-21.7","","86","","36","","3","","24.1","","94.80","","","","-22","","NA"
"2017-01-05 21:00","2017","01","05","21:00","-19.9","","-22.0","","84","","35","","5","","4.8","","94.79","","","","-24","","Ice Crystals,Fog"
"2017-01-05 22:00","2017","01","05","22:00","-19.9","","-21.8","","85","","1","","8","","24.1","","94.80","","","","-26","","NA"
"2017-01-05 23:00","2017","01","05","23:00","-19.0","","-21.1","","84","","4","","12","","8.1","","94.82","","","","-27","","Snow"
"2017-01-06 00:00","2017","01","06","00:00","-17.6","","-19.6","","85","","34","","8","","1.6","","94.86","","","","-23","","Snow"
"2017-01-06 01:00","2017","01","06","01:00","-16.3","","-18.1","","86","","35","","14","","16.1","","94.85","","","","-24","","Snow"
"2017-01-06 02:00","2017","01","06","02:00","-16.7","","-18.5","","86","","3","","14","","9.7","","94.87","","","","-25","","Snow"
"2017-01-06 03:00","2017","01","06","03:00","-17.0","","-19.0","","85","","2","","11","","24.1","","94.91","","","","-24","","Mostly Cloudy"
"2017-01-06 04:00","2017","01","06","04:00","-17.7","","-19.6","","85","","35","","12","","24.1","","94.98","","","","-25","","Snow"
"2017-01-06 05:00","2017","01","06","05:00","-17.4","","-19.4","","85","","35","","13","","24.1","","95.01","","","","-25","","Snow"
"2017-01-06 06:00","2017","01","06","06:00","-17.9","","-19.8","","85","","32","","9","","24.1","","95.04","","","","-24","","Snow"
"2017-01-06 07:00","2017","01","06","07:00","-17.0","","-19.0","","85","","35","","12","","24.1","","95.08","","","","-24","","Snow"
"2017-01-06 08:00","2017","01","06","08:00","-16.7","","-18.8","","84","","33","","16","","24.1","","95.13","","","","-25","","Snow"
"2017-01-06 09:00","2017","01","06","09:00","-16.6","","-18.7","","84","","33","","21","","19.3","","95.19","","","","-26","","Snow,Blowing Snow"
"2017-01-06 10:00","2017","01","06","10:00","-16.7","","-19.1","","82","","33","","21","","24.1","","95.28","","","","-27","","Snow"
"2017-01-06 11:00","2017","01","06","11:00","-16.6","","-19.7","","77","","32","","17","","24.1","","95.36","","","","-25","","Snow"
"2017-01-06 12:00","2017","01","06","12:00","-16.6","","-20.1","","75","","32","","20","","24.1","","95.40","","","","-26","","Snow"
"2017-01-06 13:00","2017","01","06","13:00","-16.5","","-20.0","","75","","32","","22","","24.1","","95.43","","","","-27","","NA"
"2017-01-06 14:00","2017","01","06","14:00","-16.4","","-19.9","","75","","31","","23","","24.1","","95.46","","","","-27","","NA"
"2017-01-06 15:00","2017","01","06","15:00","-16.5","","-20.0","","75","","31","","22","","24.1","","95.48","","","","-27","","Clear"
"2017-01-06 16:00","2017","01","06","16:00","-16.9","","-20.3","","75","","31","","16","","24.1","","95.53","","","","-26","","NA"
"2017-01-06 17:00","2017","01","06","17:00","-19.1","","-21.9","","79","","29","","14","","24.1","","95.62","","","","-28","","NA"
"2017-01-06 18:00","2017","01","06","18:00","-21.5","","-23.7","","83","","29","","17","","24.1","","95.68","","","","-32","","Clear"
"2017-01-06 19:00","2017","01","06","19:00","-23.3","","-25.4","","83","","29","","17","","24.1","","95.77","","","","-34","","NA"
"2017-01-06 20:00","2017","01","06","20:00","-25.2","","-27.4","","82","","31","","14","","24.1","","95.82","","","","-35","","NA"
"2017-01-06 21:00","2017","01","06","21:00","-25.2","","-27.6","","81","","32","","14","","24.1","","95.85","","","","-35","","Clear"
"2017-01-06 22:00","2017","01","06","22:00","-24.3","","-26.7","","81","","31","","10","","24.1","","95.91","","","","-32","","NA"
"2017-01-06 23:00","2017","01","06","23:00","-23.8","","-26.2","","81","","30","","13","","24.1","","95.99","","","","-33","","NA"
"2017-01-07 00:00","2017","01","07","00:00","-27.1","","-29.7","","79","","28","","8","","24.1","","96.06","","","","-35","","Clear"
"2017-01-07 01:00","2017","01","07","01:00","-26.7","","-29.3","","79","","26","","6","","24.1","","96.10","","","","-33","","NA"
"2017-01-07 02:00","2017","01","07","02:00","-28.8","","-31.7","","77","","32","","4","","24.1","","96.16","","","","-33","","NA"
"2017-01-07 03:00","2017","01","07","03:00","-29.8","","-32.8","","76","","27","","11","","24.1","","96.25","","","","-39","","Clear"
"2017-01-07 04:00","2017","01","07","04:00","-28.1","","-31.0","","77","","31","","4","","24.1","","96.30","","","","-32","","NA"
"2017-01-07 05:00","2017","01","07","05:00","-27.4","","-30.1","","78","","26","","4","","24.1","","96.30","","","","-32","","NA"
"2017-01-07 06:00","2017","01","07","06:00","-26.4","","-29.0","","79","","","","0","","24.1","","96.32","","","","","","Clear"
"2017-01-07 07:00","2017","01","07","07:00","-26.2","","-29.0","","78","","13","","7","","24.1","","96.32","","","","-33","","NA"
"2017-01-07 08:00","2017","01","07","08:00","-27.1","","-30.0","","77","","9","","11","","24.1","","96.33","","","","-36","","NA"
"2017-01-07 09:00","2017","01","07","09:00","-28.0","","-30.9","","77","","14","","11","","24.1","","96.33","","","","-37","","Clear"
"2017-01-07 10:00","2017","01","07","10:00","-27.5","","-30.4","","77","","12","","15","","24.1","","96.36","","","","-38","","NA"
"2017-01-07 11:00","2017","01","07","11:00","-25.3","","-28.1","","78","","12","","13","","24.1","","96.36","","","","-35","","NA"
"2017-01-07 12:00","2017","01","07","12:00","-24.7","","-27.4","","79","","14","","19","","24.1","","96.36","","","","-36","","Clear"
"2017-01-07 13:00","2017","01","07","13:00","-21.8","","-24.2","","81","","13","","18","","24.1","","96.27","","","","-32","","NA"
"2017-01-07 14:00","2017","01","07","14:00","-20.6","","-22.9","","82","","13","","17","","24.1","","96.20","","","","-30","","NA"
"2017-01-07 15:00","2017","01","07","15:00","-20.6","","-22.9","","82","","13","","21","","24.1","","96.09","","","","-31","","Mainly Clear"
"2017-01-07 16:00","2017","01","07","16:00","-20.6","","-22.9","","82","","12","","27","","24.1","","96.01","","","","-33","","NA"
"2017-01-07 17:00","2017","01","07","17:00","-20.3","","-22.6","","82","","13","","23","","24.1","","95.92","","","","-32","","NA"
"2017-01-07 18:00","2017","01","07","18:00","-20.9","","-23.2","","82","","12","","24","","24.1","","95.86","","","","-33","","Mainly Clear"
"2017-01-07 19:00","2017","01","07","19:00","-20.4","","-22.7","","82","","13","","25","","24.1","","95.82","","","","-32","","NA"
"2017-01-07 20:00","2017","01","07","20:00","-20.4","","-22.7","","82","","12","","33","","24.1","","95.72","","","","-34","","NA"
"2017-01-07 21:00","2017","01","07","21:00","-22.1","","-24.7","","80","","13","","29","","24.1","","95.61","","","","-35","","Clear"
"2017-01-07 22:00","2017","01","07","22:00","-22.6","","-25.2","","80","","13","","27","","24.1","","95.50","","","","-35","","NA"
"2017-01-07 23:00","2017","01","07","23:00","-22.6","","-25.2","","80","","13","","30","","24.1","","95.41","","","","-36","","NA"
"2017-01-08 00:00","2017","01","08","00:00","-22.4","","-25.0","","80","","14","","24","","24.1","","95.40","","","","-34","","Mostly Cloudy"
"2017-01-08 01:00","2017","01","08","01:00","-22.5","","-25.1","","80","","14","","19","","24.1","","95.30","","","","-33","","NA"
"2017-01-08 02:00","2017","01","08","02:00","-22.8","","-25.4","","80","","13","","14","","24.1","","95.25","","","","-32","","NA"
"2017-01-08 03:00","2017","01","08","03:00","-22.6","","-25.2","","80","","13","","12","","24.1","","95.24","","","","-31","","Cloudy"
"2017-01-08 04:00","2017","01","08","04:00","-22.8","","-25.5","","79","","11","","7","","24.1","","95.22","","","","-29","","NA"
"2017-01-08 05:00","2017","01","08","05:00","-23.1","","-25.8","","79","","13","","6","","24.1","","95.17","","","","-29","","NA"
"2017-01-08 06:00","2017","01","08","06:00","-23.7","","-26.4","","79","","29","","4","","24.1","","95.17","","","","-28","","Mostly Cloudy"
"2017-01-08 07:00","2017","01","08","07:00","-24.4","","-27.1","","79","","30","","13","","24.1","","95.19","","","","-34","","NA"
"2017-01-08 08:00","2017","01","08","08:00","-22.7","","-25.1","","81","","32","","19","","24.1","","95.18","","","","-34","","NA"
"2017-01-08 09:00","2017","01","08","09:00","-20.9","","-23.2","","82","","30","","21","","24.1","","95.30","","","","-32","","Cloudy"
"2017-01-08 10:00","2017","01","08","10:00","-21.2","","-23.7","","81","","29","","17","","24.1","","95.41","","","","-31","","NA"
"2017-01-08 11:00","2017","01","08","11:00","-19.9","","-22.4","","81","","31","","22","","24.1","","95.44","","","","-31","","NA"
"2017-01-08 12:00","2017","01","08","12:00","-18.6","","-21.1","","81","","33","","30","","24.1","","95.46","","","","-31","","Mainly Clear"
"2017-01-08 13:00","2017","01","08","13:00","-16.5","","-19.6","","77","","33","","26","","24.1","","95.45","","","","-27","","Blowing Snow"
"2017-01-08 14:00","2017","01","08","14:00","-15.9","","-19.4","","75","","33","","30","","24.1","","95.47","","","","-27","","Blowing Snow"
"2017-01-08 15:00","2017","01","08","15:00","-16.1","","-19.7","","74","","33","","26","","24.1","","95.43","","","","-27","","Blowing Snow"
"2017-01-08 16:00","2017","01","08","16:00","-16.8","","-19.8","","78","","33","","26","","24.1","","95.51","","","","-28","","NA"
"2017-01-08 17:00","2017","01","08","17:00","-19.2","","-21.7","","81","","33","","18","","24.1","","95.47","","","","-29","","NA"
"2017-01-08 18:00","2017","01","08","18:00","-21.0","","-23.3","","82","","34","","14","","24.1","","95.48","","","","-30","","Mainly Clear"
"2017-01-08 19:00","2017","01","08","19:00","-22.4","","-24.6","","83","","32","","10","","24.1","","95.49","","","","-30","","NA"
"2017-01-08 20:00","2017","01","08","20:00","-23.4","","-25.8","","81","","35","","10","","24.1","","95.41","","","","-31","","NA"
"2017-01-08 21:00","2017","01","08","21:00","-22.4","","-24.7","","82","","35","","3","","24.1","","95.30","","","","-25","","Clear"
"2017-01-08 22:00","2017","01","08","22:00","-23.9","","-26.2","","82","","8","","5","","24.1","","95.25","","","","-29","","NA"
"2017-01-08 23:00","2017","01","08","23:00","-23.7","","-26.1","","81","","16","","5","","4.8","","95.23","","","","-28","","Fog"
"2017-01-09 00:00","2017","01","09","00:00","-23.4","","-25.8","","81","","13","","8","","24.1","","95.22","","","","-30","","Mostly Cloudy"
"2017-01-09 01:00","2017","01","09","01:00","-22.2","","-24.6","","81","","10","","18","","24.1","","95.00","","","","-33","","NA"
"2017-01-09 02:00","2017","01","09","02:00","-21.5","","-23.8","","82","","11","","17","","24.1","","94.90","","","","-32","","NA"
"2017-01-09 03:00","2017","01","09","03:00","-21.4","","-23.7","","82","","13","","18","","24.1","","94.87","","","","-32","","Cloudy"
"2017-01-09 04:00","2017","01","09","04:00","-20.7","","-22.9","","83","","12","","18","","24.1","","94.77","","","","-31","","NA"
"2017-01-09 05:00","2017","01","09","05:00","-20.0","","-22.2","","83","","12","","20","","24.1","","94.60","","","","-30","","NA"
"2017-01-09 06:00","2017","01","09","06:00","-18.7","","-20.8","","84","","12","","30","","19.3","","94.40","","","","-31","","Snow"
"2017-01-09 07:00","2017","01","09","07:00","-18.6","","-20.7","","84","","12","","28","","9.7","","94.31","","","","-30","","Snow"
"2017-01-09 08:00","2017","01","09","08:00","-18.5","","-20.6","","84","","12","","28","","3.2","","94.17","","","","-30","","Snow"
