"Station Name","REGINA INTL A"
"Province","SASKATCHEWAN"
"Latitude","50.43"
"Longitude","-104.67"
"Elevation","577.60"
"Climate Identifier","4016566"
"WMO Identifier",""
"TC Identifier","YQR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-12-01 00:00","2017","12","01","00:00","-6.8","","-8.2","","90","","29","","9","","24.1","","94.34","","","","-11","","Mainly Clear"
"2017-12-01 01:00","2017","12","01","01:00","-6.9","","-8.3","","90","","34","","9","","24.1","","94.34","","","","-11","","NA"
"2017-12-01 02:00","2017","12","01","02:00","-7.3","","-8.6","","90","","24","","8","","24.1","","94.37","","","","-11","","NA"
"2017-12-01 03:00","2017","12","01","03:00","-6.9","","-7.8","","93","","22","","4","","24.1","","94.40","","","","-9","","Mostly Cloudy"
"2017-12-01 04:00","2017","12","01","04:00","-8.0","","-9.2","","91","","21","","11","","24.1","","94.40","","","","-13","","NA"
"2017-12-01 05:00","2017","12","01","05:00","-7.1","","-8.4","","90","","24","","9","","24.1","","94.42","","","","-11","","NA"
"2017-12-01 06:00","2017","12","01","06:00","-6.4","","-7.8","","90","","36","","1","","24.1","","94.41","","","","-7","","Cloudy"
"2017-12-01 07:00","2017","12","01","07:00","-5.6","","-7.1","","89","","36","","3","","24.1","","94.40","","","","-7","","NA"
"2017-12-01 08:00","2017","12","01","08:00","-5.1","","-6.4","","91","","13","","5","","24.1","","94.41","","","","-7","","NA"
"2017-12-01 09:00","2017","12","01","09:00","-5.4","","-6.9","","90","","14","","8","","24.1","","94.45","","","","-9","","Mostly Cloudy"
"2017-12-01 10:00","2017","12","01","10:00","-3.9","","-5.5","","88","","12","","9","","24.1","","94.44","","","","-8","","NA"
"2017-12-01 11:00","2017","12","01","11:00","-2.8","","-5.2","","84","","11","","11","","24.1","","94.43","","","","-7","","NA"
"2017-12-01 12:00","2017","12","01","12:00","-1.8","","-4.5","","82","","14","","10","","24.1","","94.42","","","","-5","","Mostly Cloudy"
"2017-12-01 13:00","2017","12","01","13:00","0.1","","-3.1","","79","","14","","9","","24.1","","94.38","","","","","","NA"
"2017-12-01 14:00","2017","12","01","14:00","1.6","","-3.1","","71","","11","","13","","24.1","","94.32","","","","","","NA"
"2017-12-01 15:00","2017","12","01","15:00","2.1","","-3.0","","69","","16","","11","","24.1","","94.32","","","","","","Clear"
"2017-12-01 16:00","2017","12","01","16:00","1.1","","-2.4","","77","","12","","10","","24.1","","94.35","","","","","","NA"
"2017-12-01 17:00","2017","12","01","17:00","-1.4","","-3.6","","85","","12","","13","","24.1","","94.34","","","","-6","","NA"
"2017-12-01 18:00","2017","12","01","18:00","-3.1","","-4.6","","90","","13","","14","","24.1","","94.36","","","","-8","","Mainly Clear"
"2017-12-01 19:00","2017","12","01","19:00","-3.8","","-5.0","","91","","13","","11","","24.1","","94.36","","","","-8","","NA"
"2017-12-01 20:00","2017","12","01","20:00","-4.5","","-5.6","","92","","13","","13","","24.1","","94.34","","","","-10","","NA"
"2017-12-01 21:00","2017","12","01","21:00","-5.6","","-6.9","","91","","14","","10","","24.1","","94.33","","","","-10","","Mostly Cloudy"
"2017-12-01 22:00","2017","12","01","22:00","-5.5","","-7.3","","87","","12","","8","","24.1","","94.32","","","","-9","","NA"
"2017-12-01 23:00","2017","12","01","23:00","-6.4","","-7.7","","90","","13","","9","","24.1","","94.32","","","","-11","","NA"
"2017-12-02 00:00","2017","12","02","00:00","-7.1","","-8.6","","89","","15","","9","","24.1","","94.31","","","","-11","","Clear"
"2017-12-02 01:00","2017","12","02","01:00","-6.7","","-8.6","","86","","17","","10","","24.1","","94.32","","","","-11","","NA"
"2017-12-02 02:00","2017","12","02","02:00","-7.8","","-9.5","","88","","13","","13","","24.1","","94.28","","","","-14","","NA"
"2017-12-02 03:00","2017","12","02","03:00","-9.2","","-10.8","","89","","17","","13","","24.1","","94.29","","","","-15","","Clear"
"2017-12-02 04:00","2017","12","02","04:00","-7.2","","-9.2","","86","","18","","13","","24.1","","94.26","","","","-13","","NA"
